,month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
,202012,37129,"new hanover, nc",394750.00,-0.0276,0.0472,756,-0.0455,-0.3859,62.5,0.10619469,-0.269005848,308,-0.0723,0.4,24,0.2,1,144,-0.2941,-0.28,918,-0.1079,0.162,190.023422,-0.0282,0.0966,2151.5,0,-0.0046,680464.1116,-0.0104,0.2085,1674,-0.0807,-0.1717,1.214285714,-0.085,0.5725,0
,202011,37129,"new hanover, nc",405950.00,-0.0218,0.0913,792,-0.0294,-0.4,56.5,0.008928571,-0.284810127,332,-0.1263,-0.1863,20,-0.7368,0.25,204,-0.0893,-0.3855,1029,-0.0804,0.1965,195.540787,0.0211,0.1277,2151.5,-0.0395,-0.0085,687583.8044,0.0154,0.2297,1821,-0.0589,-0.1647,1.299242424,-0.0721,0.6477,0
,202010,37129,"new hanover, nc",415000.00,0.0378,0.0935,816,-0.0512,-0.3813,56,-0.008849558,-0.295597484,380,-0.0104,-0.1204,76,0.7273,1.7143,224,-0.082,-0.4167,1119,-0.0053,0.318,191.4948454,0.0181,0.1107,2240,0.0131,0.0129,677136.1459,0.0444,0.1983,1935,-0.0252,-0.1075,1.371323529,0.0632,0.7277,0
,202009,37129,"new hanover, nc",399900.00,0.0348,0.048,860,-0.0518,-0.342,56.5,-0.130769231,-0.275641026,384,-0.1028,0.0105,44,-0.2667,-0.4211,244,0.0517,-0.4602,1125,0.0274,0.3855,188.083288,0.0207,0.0872,2211,0.0175,-0.0169,648340.8856,0.0207,0.1286,1985,-0.0085,-0.0632,1.308139535,0.1009,0.6869,0
,202008,37129,"new hanover, nc",386450.00,0.0054,0.0128,907,-0.0582,-0.3055,65,-0.109589041,-0.029850746,428,0.0918,0.0288,60,-0.25,0.1538,232,-0.1212,-0.4912,1095,0.0158,0.2167,184.2629482,0.0227,0.0717,2173,-0.0179,-0.0355,635182.7754,0.0231,0.1088,2002,-0.0191,-0.0925,1.207276736,0.0879,0.5181,0
,202007,37129,"new hanover, nc",384368.50,-0.0068,0.0142,963,-0.0924,-0.2535,73,-0.098765432,0.114503817,392,-0.02,-0.1552,80,1,2.3333,264,-0.0435,-0.3265,1078,-0.0191,0.0802,180.1665435,-0.0025,0.0525,2212.5,-0.0027,-0.0092,620819.7445,0.0169,0.0964,2041,-0.0551,-0.108,1.119418484,0.0836,0.3458,0
,202006,37129,"new hanover, nc",387000.00,-0.0026,0.0323,1061,-0.1457,-0.1775,81,0.109589041,0.306451613,400,-0.0654,-0.1803,40,0.1111,0.4286,276,-0.0143,-0.266,1099,0.1998,0.0753,180.6183624,0.0039,0.0589,2218.5,0.0038,-0.006,610493.5883,0.0127,0.0955,2160,9.00E-04,-0.0657,1.035815269,0.2983,0.2436,1
,202005,37129,"new hanover, nc",388000.00,-0.0026,0.014,1242,-0.0024,0.0172,73,0.114503817,0.226890756,428,0.321,-0.1641,36,0.2857,0.2857,280,0.2727,-0.2308,916,0.0957,-0.1175,179.9078872,-0.0011,0.036,2210,0.0138,-0.0136,602864.8175,-0.0012,0.0575,2158,0.037,-0.0447,0.737520129,0.066,-0.1126,1
,202004,37129,"new hanover, nc",389000.00,-0.0189,0.0373,1245,0.0551,0.056,65.5,0,0.03968254,324,-0.3415,-0.352,28,-0.125,-0.3636,220,-0.1667,-0.1406,836,-0.1346,-0.1364,180.098328,-2.00E-04,0.0604,2180,-0.0272,-0.0175,603603.3758,-0.0158,0.1001,2081,-0.0303,-0.0307,0.671485944,-0.1472,-0.1495,0
,202003,37129,"new hanover, nc",396500.00,0.0437,0.0663,1180,0.0461,0.0433,65.5,-0.255681818,-0.255681818,492,0.1495,0.1389,32,-0.2,-0.3846,264,0.0313,0.0313,966,0.0354,0.1233,180.1348657,0.0179,0.0598,2241,0.0177,0.0095,613270.2434,0.0541,0.1377,2146,0.0412,0.0779,0.818644068,-0.0085,0.0583,0
,202002,37129,"new hanover, nc",379900.00,0.0065,0.0498,1128,-0.0326,0.0098,88,-0.043478261,-0.149758454,428,0.0918,0.1263,40,-0.1667,-0.5,256,0,-0.3263,933,0.3067,0.2958,176.9756839,0.0185,0.0635,2202,0.0101,0.0087,581803.7214,0.019,0.0955,2061,0.0963,0.1219,0.82712766,0.2148,0.1825,0
,202001,37129,"new hanover, nc",377450.00,0.0013,0.0529,1166,-0.0528,0.0219,92,0.076023392,-0.189427313,392,0.7818,0.5077,48,3,-0.2941,256,0.28,-0.3402,714,-0.0962,0.2102,173.7682842,0.0028,0.0497,2180,0.0086,-0.0039,570979.7631,0.014,0.0843,1880,-0.0698,0.0861,0.612349914,-0.0294,0.0953,0
,201912,37129,"new hanover, nc",376950.00,0.0133,0.0773,1231,-0.0674,-0.004,85.5,0.082278481,-0.236607143,220,-0.4608,-0.1129,12,-0.25,-0.7692,200,-0.3976,-0.5098,790,-0.0814,0.1584,173.2828238,-6.00E-04,0.0506,2161.5,-0.0039,0.0072,563088.1347,0.007,0.0865,2021,-0.0729,0.0537,0.641754671,-0.0098,0.09,0
,201911,37129,"new hanover, nc",372000.00,-0.0198,0.0349,1320,8.00E-04,0.0304,79,-0.006289308,-0.281818182,408,-0.0556,0.2911,16,-0.4286,-0.7895,332,-0.1354,-0.2719,860,0.013,0.1765,173.3953209,0.0057,0.0519,2170,-0.0188,-0.0014,559161.6932,-0.0105,0.0833,2180,0.0055,0.0835,0.651515152,0.0078,0.0809,0
,201910,37129,"new hanover, nc",379500.00,-0.0054,0.0979,1319,0.0092,-0.0157,79.5,0.019230769,-0.263888889,432,0.1368,0.4595,28,-0.6316,-0.5882,384,-0.1504,-0.3333,849,0.0456,0.1427,172.4164134,-0.0034,0.0727,2211.5,-0.0167,0.0353,565087.6214,-0.0163,0.0877,2168,0.0231,0.0408,0.643669447,0.0224,0.0892,0
,201909,37129,"new hanover, nc",381571.43,0,0.1125,1307,8.00E-04,-0.1775,78,0.164179104,-0.082352941,380,-0.0865,2.2759,76,0.4615,1.1111,452,-0.0088,0.13,812,-0.0978,-0.0602,172.999667,0.0062,0.0803,2249,-0.0018,0.0598,574442.9451,0.0027,0.1006,2119,-0.0394,-0.1362,0.621270084,-0.0679,0.0775,1
,201908,37129,"new hanover, nc",381571.43,0.0068,0.1366,1306,0.0124,-0.1781,67,0.022900763,-0.118421053,416,-0.1034,-0.037,52,1.1667,-0.2353,456,0.1633,-0.4439,900,-0.0982,0.0011,171.9327388,0.0044,0.0883,2253,0.009,0.0695,572873.0109,0.0117,0.1273,2206,-0.0358,-0.1133,0.689127106,-0.0845,0.1234,0
,201907,37129,"new hanover, nc",379000.00,0.0109,0.1163,1290,0,-0.1887,65.5,0.056451613,-0.090277778,464,-0.0492,-0.0413,24,-0.1429,-0.7778,392,0.0426,-0.4615,998,-0.0235,0.0594,171.18309,0.0035,0.0812,2233,4.00E-04,0.0415,566220.489,0.0161,0.1028,2288,-0.0104,-0.0964,0.773643411,-0.0186,0.1812,0
,201906,37129,"new hanover, nc",374900.00,-0.0202,0.103,1290,0.0565,-0.1558,62,0.042016807,-0.114285714,488,-0.0469,0,28,0,-0.7407,376,0.033,-0.5204,1022,-0.0154,0.0323,170.5776714,-0.0177,0.0744,2232,-0.0038,0.0357,557257.5719,-0.0225,0.0903,2312,0.0235,-0.0818,0.792248062,-0.0579,0.1443,0
,201905,37129,"new hanover, nc",382645.00,0.0204,0.1258,1221,0.0356,-0.1767,59.5,-0.055555556,-0.15,512,0.024,-0.0078,28,-0.3636,-0.75,364,0.4219,-0.4972,1038,0.0723,0.0186,173.6573023,0.0225,0.0882,2240.5,0.0098,0.0443,570105.0341,0.039,0.1097,2259,0.0522,-0.0971,0.85012285,0.0291,0.163,0
,201904,37129,"new hanover, nc",375000.00,0.0085,0.1031,1179,0.0424,-0.1858,63,-0.284090909,-0.1,500,0.1574,-0.0079,44,-0.1538,-0.6563,256,0,-0.5871,968,0.1256,-0.0584,169.8388154,-8.00E-04,0.0694,2218.857143,-5.00E-04,0.0282,548705.261,0.0179,0.0746,2147,0.0784,-0.1329,0.821034775,0.0606,0.1111,0
,201903,37129,"new hanover, nc",371857.14,0.0276,0.0953,1131,0.0125,-0.1898,88,-0.149758454,-0.073684211,432,0.1368,-0.1628,52,-0.35,-0.4348,256,-0.3263,-0.5259,860,0.1944,-0.0957,169.9701517,0.0214,0.0771,2219.857143,0.0169,0.0311,539057.2758,0.015,0.0625,1991,0.0838,-0.1517,0.760389036,0.1158,0.0792,0
,201902,37129,"new hanover, nc",361875.00,0.0094,0.0708,1117,-0.021,-0.1829,103.5,-0.088105727,-0.071748879,380,0.4615,-0.1441,80,0.1765,0.4286,380,-0.0206,-0.0952,720,0.2203,-0.1549,166.4051345,0.0052,0.0554,2183,-0.0025,0.0085,531084.0123,0.0086,0.035,1837,0.0612,-0.1721,0.644583706,0.1275,0.0213,0
,201901,37129,"new hanover, nc",358500.00,0.0246,0.0673,1141,-0.0769,-0.1665,113.5,0.013392857,0.013392857,260,0.0484,-0.2262,68,0.3077,-0.2609,388,-0.049,0.0659,590,-0.1349,-0.1523,165.5481251,0.0037,0.0612,2188.5,0.0198,0.0104,526581.2172,0.0161,0.0222,1731,-0.0975,-0.1617,0.517090272,-0.0347,0.0087,0
,201812,37129,"new hanover, nc",349900.00,-0.0266,0.0606,1236,-0.0351,-0.1743,112,0.018181818,0.056603774,248,-0.2152,0,52,-0.3158,-0.35,408,-0.1053,-0.1282,682,-0.067,-0.0746,164.9339934,5.00E-04,0.0775,2146,-0.0124,-0.0033,518254.6409,0.0041,0.0353,1918,-0.0467,-0.1415,0.551779935,-0.0189,0.0595,0
,201811,37129,"new hanover, nc",359450.00,0.0399,0.0894,1281,-0.044,-0.2102,110,0.018518519,0.151832461,316,0.0676,-0.092,76,0.1176,-0.05,456,-0.2083,-0.1556,731,-0.0162,-0.0919,164.8460698,0.0256,0.0747,2173,0.0173,0.0128,516144.0694,-0.0065,0.0297,2012,-0.0341,-0.171,0.570647931,0.0162,0.0743,0
,201810,37129,"new hanover, nc",345664.50,0.0078,0.0478,1340,-0.1567,-0.2071,108,0.270588235,0.167567568,296,1.5517,-0.3333,68,0.8889,-0.1905,576,0.44,-0.122,743,-0.14,-0.0724,160.7330211,0.0037,0.0354,2136,0.0066,0.0014,519518.1522,-0.0047,0.0414,2083,-0.1508,-0.1638,0.554477612,0.0107,0.0805,0
,201809,37129,"new hanover, nc",343000.00,0.0217,0.0252,1589,0,-0.0642,85,0.118421053,0,116,-0.7315,-0.6778,36,-0.4706,-0.5714,400,-0.5122,-0.4186,864,-0.0389,0.0237,160.1362862,0.0136,0.0288,2122,0.0074,-0.0221,521947.9353,0.0271,0.0308,2453,-0.0141,-0.035,0.5437382,-0.022,0.0467,0
,201808,37129,"new hanover, nc",335725.00,-0.0111,0.0022,1589,-6.00E-04,-0.057,76,0.055555556,-0.089820359,432,-0.1074,-0.0092,68,-0.3704,0.0625,820,0.1264,0.1919,899,-0.0456,0.009,157.9804134,-0.0022,0.0172,2106.5,-0.0175,-0.0239,508182.5968,-0.0103,-0.01,2488,-0.0174,-0.0342,0.565764632,-0.0267,0.037,0
,201807,37129,"new hanover, nc",339500.00,-0.0012,0.0074,1590,0.0406,-0.0664,72,0.028571429,-0.064935065,484,-0.0082,-0.0547,108,0,0.125,728,-0.0714,0.0643,942,-0.0485,0.0705,158.3290293,-0.0028,0.0044,2144,-0.0051,-0.0183,513448.8785,0.0046,-0.0026,2532,0.0056,-0.0197,0.59245283,-0.0555,0.0757,0
,201806,37129,"new hanover, nc",339900.00,0,-0.0187,1528,0.0303,-0.0677,70,0,-0.034482759,488,-0.0543,0.0609,108,-0.0357,-0.0357,784,0.0829,0.2727,990,-0.0285,0.0566,158.7660354,-0.0051,-0.0014,2155,0.0044,-0.0369,511119.1752,-0.0052,-0.0121,2518,0.0064,-0.0225,0.647905759,-0.0392,0.0762,0
,201805,37129,"new hanover, nc",339900.00,-1.00E-04,-0.028,1483,0.0242,-0.0817,70,0,0,516,0.0238,0.032,112,-0.125,-0.0968,724,0.1677,0.1603,1019,-0.0088,0.0957,159.5795999,0.0048,-0.0087,2145.5,-0.0058,-0.0544,513769.3382,0.0061,-0.0266,2502,0.0105,-0.0169,0.687120701,-0.0228,0.1113,0
,201804,37129,"new hanover, nc",339950.00,0.0013,-0.006,1448,0.0372,-0.0392,70,-0.263157895,0.014492754,504,-0.0233,0.0328,128,0.3913,-0.0303,620,0.1481,0.0131,1028,0.081,0.0787,158.8211082,0.0064,-0.0201,2158,0.0023,-0.0226,510629.5318,0.0064,-0.0177,2476,0.055,0.0065,0.709944751,0.0287,0.0776,0
,201803,37129,"new hanover, nc",339500.00,0.0046,0.0074,1396,0.0212,-0.0606,95,-0.147982063,0.124260355,516,0.1622,0.0078,92,0.6429,-0.1786,540,0.2857,0.015,951,0.1162,0.0906,157.8070175,9.00E-04,-0.0077,2153,-0.0053,-0.0035,507365.9068,-0.0112,-0.0056,2347,0.0577,-0.0047,0.681232092,0.058,0.0944,0
,201802,37129,"new hanover, nc",337934.50,0.0061,0.021,1367,-0.0015,-0.072,111.5,-0.004464286,0.109452736,444,0.3214,-0.0672,56,-0.3913,0.0769,420,0.1538,-0.1732,852,0.2241,0.1545,157.6669365,0.0106,-0.0107,2164.5,-7.00E-04,0.0246,513110.6843,-0.0039,0.0204,2219,0.0746,0.0036,0.623262619,0.1149,0.1222,0
,201801,37129,"new hanover, nc",335900.00,0.0182,0.0194,1369,-0.0855,-0.0552,112,0.056603774,-0.008849558,336,0.3548,-0.0118,92,0.15,0.5333,364,-0.2222,-0.1495,696,-0.0556,0.1639,156.0068982,0.0191,0.0092,2166,0.006,0.0261,515123.6664,0.0291,0.0381,2065,-0.0756,0.0088,0.508400292,0.0161,0.0957,0
,201712,37129,"new hanover, nc",329900.00,-1.00E-04,-3.00E-04,1497,-0.0771,-0.0228,106,0.109947644,0,248,-0.2874,-0.1948,80,0,4,468,-0.1333,1.5435,737,-0.0845,0.1167,153.0769231,-0.002,-0.0129,2153,0.0035,0.0194,500567.3095,-0.0014,-0.0076,2234,-0.0795,0.0192,0.492317969,-0.004,0.0615,0
,201711,37129,"new hanover, nc",329943.50,1.00E-04,0.0152,1622,-0.0402,-0.0182,95.5,0.032432432,-0.010362694,348,-0.2162,0.1447,80,-0.0476,3,540,-0.1768,0.8493,805,0.005,0.216,153.3902646,-0.0119,0.0114,2145.5,0.0059,0.0171,501254.1997,0.0048,0.0114,2427,-0.0257,0.0488,0.496300863,0.0223,0.0956,0
,201710,37129,"new hanover, nc",329900.00,-0.014,0.003,1690,-0.0047,0.0102,92.5,0.088235294,0.005434783,444,0.2333,0.3059,84,0,3.2,656,-0.0465,0.9524,801,-0.0509,0.1459,155.2443166,-0.0026,0.0136,2133,-0.0171,0.0047,498875.6798,-0.0147,0.005,2491,-0.0201,0.0502,0.473964497,-0.0231,0.0562,0
,201709,37129,"new hanover, nc",334582.00,-0.0012,0.0883,1698,0.0077,-0.1979,85,0.017964072,-0.247787611,360,-0.1743,-0.2105,84,0.3125,4.25,688,0,0.7551,844,-0.0527,-0.0047,155.6563652,0.0022,0.0243,2170,0.0056,-0.0032,506339.8969,-0.0136,0.0926,2542,-0.0132,-0.1427,0.497055359,-0.0317,0.0965,0
,201708,37129,"new hanover, nc",335000.00,-0.0059,0.0308,1685,-0.0106,-0.0338,83.5,0.084415584,-0.097297297,436,-0.1484,-0.0439,64,-0.3333,0.7778,688,0.0058,0.7551,891,0.0125,0.1379,155.3104241,-0.0148,0.0305,2158,-0.0119,0.0019,513326.4579,-0.0028,0.0442,2576,-0.0027,0.0194,0.528783383,0.012,0.0798,0
,201707,37129,"new hanover, nc",337000.00,-0.0271,0.0243,1703,0.039,-0.0357,77,0.062068966,-0.134831461,512,0.113,0.1743,96,-0.1429,2,684,0.1104,0.5268,880,-0.0608,0.0209,157.6419214,-0.0085,0.0467,2184,-0.0239,0.0046,514773.6596,-0.005,0.0522,2583,0.0027,-0.0171,0.516735173,-0.055,0.0286,0
,201706,37129,"new hanover, nc",346375.00,,,1639,,,72.5,,,460,,,112,,,616,,,937,,,158.990445,,,2237.5,,,517356.291,,,2576,,,0.571690055,,,0
,201705,37129,"new hanover, nc",349700.00,,,1615,,,70,,,500,,,124,,,624,,,930,,,160.9880114,,,2269,,,527811.6025,,,2545,,,0.575851393,,,0
,201704,37129,"new hanover, nc",342000.00,,,1507,,,69,,,488,,,132,,,612,,,953,,,162.0720721,,,2208,,,519828.5623,,,2460,,,0.632382216,,,0
,201703,37129,"new hanover, nc",337000.00,,,1486,,,84.5,,,512,,,112,,,532,,,872,,,159.0248906,,,2160.5,,,510210.3585,,,2358,,,0.586810229,,,0
,201702,37129,"new hanover, nc",331000.00,,,1473,,,100.5,,,476,,,52,,,508,,,738,,,159.3692783,,,2112.5,,,502854.2757,,,2211,,,0.50101833,,,0
,201701,37129,"new hanover, nc",329500.00,,,1449,,,113,,,340,,,60,,,428,,,598,,,154.5818657,,,2111,,,496213.0974,,,2047,,,0.412698413,,,0
,201612,37129,"new hanover, nc",330000.00,,,1532,,,106,,,308,,,16,,,184,,,660,,,155.0802139,,,2112,,,504419.729,,,2192,,,0.430809399,,,0
,201611,37129,"new hanover, nc",325000.00,,,1652,,,96.5,,,304,,,20,,,292,,,662,,,151.6541562,,,2109.5,,,495609.135,,,2314,,,0.400726392,,,0
,201610,37129,"new hanover, nc",328900.00,,,1673,,,92,,,340,,,20,,,336,,,699,,,153.1664771,,,2123,,,496385.6432,,,2372,,,0.417812313,,,0
,201609,37129,"new hanover, nc",307445.00,,,2117,,,113,,,456,,,16,,,392,,,848,,,151.9623768,,,2177,,,463432.6448,,,2965,,,0.40056684,,,0
,201608,37129,"new hanover, nc",325000.00,,,1744,,,92.5,,,456,,,36,,,392,,,783,,,150.7126929,,,2154,,,491581.2488,,,2527,,,0.44896789,,,0
,201607,37129,"new hanover, nc",329000.00,,,1766,,,89,,,436,,,32,,,448,,,862,,,150.6024096,,,2174,,,489242.8307,,,2628,,,0.48810872,,,0
,202111,37141,"pender, nc",461100.00,0.0249,0.3336,111,-0.1048,-0.4908,52.5,0.220930233,-0.094827586,48,-0.4286,-0.4783,0,-1,-1,16,-0.5,-0.4286,284,-0.0139,0.0519,181.4063796,-0.0036,0.2564,2467.5,0.0071,0.0076,555211.0486,0.0297,0.4497,395,-0.0413,-0.1906,2.558558559,0.236,1.32,1
,202110,37141,"pender, nc",449900.00,-0.0348,0.3236,124,0.1376,-0.4206,43,0,-0.358208955,84,0.05,0.1667,4,,-0.8571,32,0.6,0.3333,288,0.0706,0.0511,182.0609946,-0.0056,0.2692,2450,-0.0153,0.0111,539170.9928,-0.0723,0.4316,412,0.0899,-0.1557,2.322580645,-0.1453,1.0422,1
,202109,37141,"pender, nc",466100.00,0.0596,0.3659,109,0.0583,-0.5261,43,0,-0.398601399,80,0.1111,0,0,-1,-1,20,-0.4444,-0.6154,269,-0.0561,-0.0147,183.0806213,0.0295,0.2836,2488,0.0022,0.0268,581160.9234,-0.0667,0.4963,378,-0.0258,-0.2485,2.467889908,-0.2991,1.2809,1
,202108,37141,"pender, nc",439900.00,0.06,0.334,103,0.3205,-0.5961,43,-0.12244898,-0.317460317,72,0.0588,-0.2174,4,0,-0.9,36,0.5,-0.3571,285,-0.0686,0.0595,177.8357422,0.0105,0.2655,2482.5,0.004,0.04,622717.892,-0.0508,0.6208,388,0.0104,-0.2595,2.766990291,-1.1561,1.7121,1
,202107,37141,"pender, nc",415000.00,0.0684,0.2604,78,0.013,-0.7057,49,0.126436782,-0.251908397,68,0.0625,-0.1905,4,0,-0.875,24,0.5,-0.3333,306,-0.1282,0.0588,175.9954574,0.0668,0.2593,2472.5,0.0223,0.03,656049.1055,0.1097,0.7061,384,-0.1028,-0.3069,3.923076923,-0.6354,2.8325,1
,202106,37141,"pender, nc",388436.00,0.079,0.2089,77,-0.1149,-0.727,43.5,0.242857143,-0.431372549,64,-0.1111,-0.3043,4,-0.8333,-0.75,16,-0.2,-0.6667,351,-0.0787,0.1661,164.9818559,-0.0172,0.1915,2418.5,0.0257,0.0265,591199.3713,0.0949,0.571,428,-0.0855,-0.2659,4.558441558,0.1791,3.4911,1
,202105,37141,"pender, nc",360000.00,0.0295,0.1332,87,-0.0225,-0.711,35,-0.357798165,-0.5,72,-0.2174,-0.3077,24,2,5,20,0.6667,-0.6667,381,0.0242,0.4432,167.8736011,0.0672,0.1957,2358,0.0239,0.0351,539938.4098,0.1772,0.4483,468,0.0152,-0.1717,4.379310345,0.1995,3.5022,1
,202104,37141,"pender, nc",349700.00,0.0107,0.113,89,-0.1275,-0.7398,54.5,-0.120967742,-0.120967742,92,0.15,0.2105,8,-0.7143,-0.7143,12,2,-0.6667,372,0.0629,0.7383,157.2965326,0.0522,0.1393,2303,-0.0181,0.0265,458646.1401,0.1068,0.305,461,0.0199,-0.1709,4.179775281,0.7484,3.554,1
,202103,37141,"pender, nc",346000.00,-0.027,0.0993,102,-0.1969,-0.6792,62,-0.173333333,-0.150684932,80,0.4286,-0.3333,28,-0.3636,0.75,4,-0.75,-0.9375,350,0.0638,0.5837,149.4915254,-0.0042,0.0856,2345.5,-0.0705,0.0561,414372.7317,-0.0177,0.1554,452,-0.0088,-0.1614,3.431372549,0.8408,2.7364,1
,202102,37141,"pender, nc",355587.50,0.0145,0.1319,127,-0.2659,-0.585,75,0.136363636,-0.184782609,56,-0.0667,-0.3913,44,1.2,10,16,-0.3333,-0.7778,329,0.2852,0.8278,150.1178936,0.0364,0.1035,2523.5,0.0246,0.1362,421829.8669,0.0333,0.2195,456,0.0629,-0.0617,2.590551181,1.1108,2.0023,0
,202101,37141,"pender, nc",350500.00,0.0052,0.1131,173,-0.1082,-0.4272,66,0.073170732,-0.262569832,60,0.25,-0.3182,20,0.6667,1.5,24,-0.1429,-0.5385,256,0.024,0.6516,144.8497854,0.0027,0.0471,2463,0.0045,0.0869,408229.5238,0.0234,0.1747,429,-0.0338,-0.0613,1.479768786,0.1911,0.9665,0
,202012,37141,"pender, nc",348683.50,0.0085,0.125,194,-0.1101,-0.3802,61.5,0.060344828,-0.272189349,48,-0.4783,0.0909,12,0.5,,28,0,-0.3636,250,-0.0741,0.5625,144.4614462,5.00E-04,0.049,2452,0.0012,0.0981,398904.7165,0.0416,0.1376,444,-0.0902,-0.0613,1.288659794,0.0501,0.7775,0
,202011,37141,"pender, nc",345750.00,0.0172,0.099,218,0.0187,-0.3166,58,-0.134328358,-0.265822785,92,0.2778,0.0952,8,-0.7143,1,28,0.1667,-0.5333,270,-0.0146,0.4439,144.3834478,0.0066,0.04,2449,0.0107,0.1027,382975.4468,0.0169,0.0491,488,0,-0.0356,1.23853211,-0.0418,0.6523,0
,202010,37141,"pender, nc",339900.00,-0.004,0.0735,214,-0.0696,-0.3007,67,-0.062937063,-0.229885057,72,-0.1,-0.28,28,-0.4615,2.5,24,-0.5385,-0.6667,274,0.0037,0.4973,143.443603,0.0057,0.0382,2423,0,0.0883,376624.6278,-0.0303,0.0069,488,-0.0298,-0.002,1.280373832,0.0934,0.6823,0
,202009,37141,"pender, nc",341250.00,0.0349,0.0704,230,-0.098,-0.2203,71.5,0.134920635,-0.133333333,80,-0.1304,0.1111,52,0.3,1.6,52,-0.0714,-0.3158,273,0.0149,0.3788,142.6306193,0.015,0.0338,2423,0.0151,0.0646,388398.478,0.0109,0.0081,503,-0.0401,0.0203,1.186956522,0.1321,0.5158,0
,202008,37141,"pender, nc",329750.00,0.0015,0.0532,255,-0.0377,-0.1801,63,-0.038167939,-0.181818182,92,0.0952,0.15,40,0.25,0.1111,56,0.5556,-0.5,269,-0.0692,0.2749,140.5265109,0.0055,0.0276,2387,-0.0056,0.0422,384200.9468,-8.00E-04,0.0047,524,-0.0542,0.0038,1.054901961,-0.0357,0.3764,0
,202007,37141,"pender, nc",329250.00,0.0247,0.0795,265,-0.0603,-0.1614,65.5,-0.14379085,-0.02962963,84,-0.087,-0.125,32,1,3,36,-0.25,-0.4375,289,-0.0399,0.2511,139.7571858,0.0094,0.0272,2400.5,0.0189,0.0591,384520.2836,0.0218,0.0206,554,-0.0497,0.0128,1.090566038,0.0232,0.3596,0
,202006,37141,"pender, nc",321318.50,0.0115,0.0714,282,-0.0631,-0.0784,76.5,0.092857143,0.092857143,92,-0.1154,-0.1786,16,3,1,48,-0.2,-0.3684,301,0.1402,0.1897,138.46218,-0.0138,0.029,2356,0.0342,0.0347,376317.4611,0.0094,0.0186,583,0.0319,0.0429,1.067375887,0.1903,0.2406,0
,202005,37141,"pender, nc",317677.00,0.0111,0.0257,301,-0.1199,0.0238,70,0.129032258,-0.027777778,104,0.3684,0.1304,4,-0.8571,0,60,0.6667,-0.1176,264,0.2336,0.0688,140.4013015,0.0169,0.032,2278,0.0154,-0.0111,372815.1687,0.0608,0.0179,565,0.0162,0.0444,0.877076412,0.2513,0.0369,0
,202004,37141,"pender, nc",314200.00,-0.0017,0.0318,342,0.0755,0.1515,62,-0.150684932,-0.101449275,76,-0.3667,-0.4063,28,0.75,2.5,36,-0.4375,-0.4,214,-0.0317,-0.1301,138.0673287,0.0026,0.0365,2243.5,0.0101,-0.023,351443.7766,-0.0201,-0.014,556,0.0315,0.0239,0.625730994,-0.0692,-0.2026,0
,202003,37141,"pender, nc",314750.00,0.0019,0.0311,318,0.0392,0.1042,73,-0.206521739,-0.130952381,120,0.3043,0.0345,16,3,,64,-0.1111,0,221,0.2278,-0.0045,137.7028846,0.0122,0.0486,2221,0,-0.0383,358635.7616,0.0368,0.0347,539,0.1091,0.0569,0.694968553,0.1067,-0.0759,0
,202002,37141,"pender, nc",314154.00,-0.0024,0.0491,306,0.0132,0.1047,92,0.027932961,-0.070707071,92,0.0455,0.0952,4,-0.5,-0.75,72,0.3846,0.0588,180,0.1613,-0.0722,136.0381862,-0.0166,0.0503,2221,-0.0199,-0.0364,345912.5785,-0.0046,0.0297,486,0.0635,0.0318,0.588235294,0.075,-0.1121,0
,202001,37141,"pender, nc",314900.00,0.016,0.05,302,-0.0351,0.0982,89.5,0.059171598,-0.260330579,88,1,0.2941,8,,0,52,0.1818,-0.1333,155,-0.0313,0.0197,138.3278689,0.0045,0.076,2266,0.0148,-0.031,347521.815,-0.0089,0.0381,457,-0.0338,0.0703,0.513245033,0.0021,-0.0395,0
,201912,37141,"pender, nc",309950.00,-0.0148,0.0247,313,-0.0188,0.0064,84.5,0.069620253,-0.318548387,44,-0.4762,0,0,-1,-1,44,-0.2667,-0.4211,160,-0.1444,0.0667,137.7098753,-0.0081,0.0842,2233,0.0054,-0.0522,350648.6384,-0.0394,0.0627,473,-0.0652,0.026,0.511182109,-0.075,0.0289,0
,201911,37141,"pender, nc",314600.00,-0.0064,0.0132,319,0.0425,0.0192,79,-0.091954023,-0.327659574,84,-0.16,0.05,4,-0.5,-0.8,60,-0.1667,-0.3478,187,0.0219,0.0872,138.8321995,0.0048,0.0911,2221,-0.0025,-0.0723,365037.0231,-0.0241,0.0565,506,0.0348,0.0433,0.586206897,-0.0118,0.0367,0
